"","SiteCode","EventCode","Year","CPUE_Count","CPUE_Biomass","RatAY"
"1","Bear.Loyalsock","201906.BearRun.Loyalsock","2019",26.0377358490566,194.716981132075,-0.565217391304348
"2","Brunnerdale.Ogdonia","201906.Brunnerdale.Ogdonia","2019",25.765306122449,107.780612244898,-0.623762376237624
"3","Coal.Loyalsock","201906.Coal.UpperLoyalsock","2019",36.3207547169811,70.2358490566038,-0.922077922077922
"4","Conklin.Mill","201906.Conklin.LakeMokoma","2019",2.52525252525253,79.5454545454545,0.4
"5","Dry.Hoagland","201906.DryHB.Hoagland","2019",6.49350649350649,180.941558441558,-0.1
"6","Dry.Loyalsock","201906.DrySock.LowerLoyalsock","2019",4.52961672473868,19.6515679442509,-0.846153846153846
"7","Dutchman.Loyalsock","201906.Dutchman.UpperLoyalsock","2019",2.56410256410256,60.5384615384615,-0.2
"8","Ellis.Loyalsock","201906.Ellis.UpperLoyalsock","2019",3.20197044334975,16.7241379310345,-0.384615384615385
"9","Fall.Hoagland","201906.Fall.Hoagland","2019",6.05095541401274,34.8248407643312,-0.736842105263158
"10","FlagMarsh.Pigeon","201906.FlagMarsh.Pigeon","2019",34.6153846153846,625.673076923077,-0.25
"11","Grandad.Hessler","201906.Grandad.Hessler","2019",15.2317880794702,84.6026490066225,-0.304347826086957
"12","Huckle.Loyalsock","201906.Huckle.Loyalsock","2019",11.4485981308411,208.948598130841,-0.551020408163265
"13","Lake.Elk","201906.Lake.Elk","2019",3.125,30.15625,0
"14","Level.Lick","201906.Level.Lick","2019",22.7272727272727,60.3896103896104,-0.914285714285714
"15","Lick.Kings","201906.Lick.Kings","2019",39.7515527950311,309.44099378882,-0.25
"16","Mill.Loyalsock","201906.Mill.Loyalsock","2019",12.9464285714286,119.017857142857,-0.379310344827586
"17","Painter.LittleBear","201906.Painter.LittleBear","2019",5.2901023890785,57.5597269624573,-0.290322580645161
"18","Porter.Hoagland","201906.Porter.Hoagland","2019",2.77777777777778,36.1111111111111,-0.454545454545455
"19","Red.LittleBear","201906.Red.LittleBear","2019",25.5263395680853,173.827595554351,-0.274336283185841
"20","Rock.LittleLoyalsock","201906.Rock.LittleLoyalsock","2019",22.4089635854342,248.972922502334,-0.145833333333333
"21","Sand.Mill","201906.Sand.MillMokoma","2019",4.08163265306122,16.530612244898,-0.75
"22","SandSpring.LittleBear","201906.SandSpring.LittleBear","2019",20.6422018348624,99.045871559633,-0.466666666666667
"23","Scar.Loyalsock","201906.Scar.LowerLoyalsock","2019",41.4030153894227,148.875087883759,-0.839622641509434
"24","Sherman.Loyalsock","201906.Sherman.UpperLoyalsock","2019",2.60416666666667,35.2864583333333,0
"25","Shingle.Bear","201906.Shingle.Bear","2019",5.91133004926108,39.4088669950739,-0.666666666666667
"26","Snake.Bear","201906.Snake.BearLoyalsock","2019",17.5496688741722,152.582781456954,-0.320754716981132
"27","Streby.Lick","201906.Streby.Lick","2019",10.6617647058824,237.426470588235,0.103448275862069
"28","Swamp.Hoagland","201906.Swamp.Hoagland","2019",4.95283018867925,15.9905660377358,-0.904761904761905
"29","Weed.Hoagland","201906.Weed.Hoagland","2019",6.91244239631336,16.8663594470046,-1
"30","Yellow.LittleLoyalsock","201906.Yellow.LittleLoyalsock","2019",11.1904761904762,521.119047619048,0.404255319148936
"31","Bear.Loyalsock","202006.BearRun.Loyalsock","2020",74.6268656716418,436.197724250037,-0.514851485148515
"32","Brunnerdale.Ogdonia","202006.Brunnerdale.Ogdonia","2020",26.2820512820513,127.660256410256,-0.414634146341463
"33","Coal.Loyalsock","202006.Coal.UpperLoyalsock","2020",58.4007187780773,148.831985624438,-0.707692307692308
"34","Conklin.Mill","202006.Conklin.LakeMokoma","2020",8.33333333333333,118.277777777778,-0.466666666666667
"35","Dry.Hoagland","202006.DryHB.Hoagland","2020",4,149.033333333333,0.833333333333333
"36","Dry.Loyalsock","202006.DrySock.LowerLoyalsock","2020",8.33333333333333,53.525641025641,-0.58974358974359
"37","Dutchman.Loyalsock","202006.Dutchman.UpperLoyalsock","2020",5.89344648750589,101.956624233852,-0.2
"38","Ellis.Loyalsock","202006.Ellis.UpperLoyalsock","2020",4.80380258899676,63.2584951456311,0.894736842105263
"39","Fall.Hoagland","202006.Fall.Hoagland","2020",1.54720922136696,25.3162108846169,0.25
"40","FlagMarsh.Pigeon","202006.FlagMarsh.Pigeon","2020",69.2660550458716,441.376146788991,-0.337748344370861
"41","Grandad.Hessler","202006.Grandad.Hessler","2020",21.875,107.740384615385,-0.384615384615385
"42","Huckle.Loyalsock","202006.Huckle.Loyalsock","2020",54.8780487804878,589.268292682927,-0.377777777777778
"43","Lake.Elk","202006.Lake.Elk","2020",1.73267326732673,41.7079207920792,0.428571428571429
"44","Level.Lick","202006.Level.Lick","2020",31.3888888888889,253.694444444444,-0.221238938053097
"45","Lick.Kings","202006.Lick.Kings","2020",127.272727272727,1088.37662337662,-0.255102040816326
"46","Mill.Loyalsock","202006.Mill.Loyalsock","2020",31.9875776397516,352.826086956522,-0.0485436893203883
"47","Painter.LittleBear","202006.Painter.LittleBear","2020",3.28947368421053,85.9539473684211,1
"48","Porter.Hoagland","202006.Porter.Hoagland","2020",3.65853658536585,89.6036585365854,0.833333333333333
"49","Red.LittleBear","202006.Red.LittleBear","2020",48.2142857142857,410.848214285714,-0.037037037037037
"50","Rock.LittleLoyalsock","202006.Rock.LittleLoyalsock","2020",38.8349514563107,454.97919556172,0.0571428571428572
"51","Sand.Mill","202006.Sand.MillMokoma","2020",20.4545454545455,53.4090909090909,-0.888888888888889
"52","SandSpring.LittleBear","202006.SandSpring.LittleBear","2020",28.2608695652174,207.644927536232,0.153846153846154
"53","Scar.Loyalsock","202006.Scar.LowerLoyalsock","2020",56.8181818181818,417.557380738074,-0.326732673267327
"54","Sherman.Loyalsock","202006.Sherman.UpperLoyalsock","2020",4.02671846131982,87.2376711355346,0.411764705882353
"55","Shingle.Bear","202006.Shingle.Bear","2020",9.6875,43.59375,-0.483870967741935
"56","Snake.Bear","202006.Snake.BearLoyalsock","2020",40.0709219858156,176.950354609929,-0.752212389380531
"57","Streby.Lick","202006.Streby.Lick","2020",14.2405063291139,184.715189873418,0.111111111111111
"58","Swamp.Hoagland","202006.Swamp.Hoagland","2020",1.98019801980198,21.5841584158416,-0.25
"59","Weed.Hoagland","202006.Weed.Hoagland","2020",10.4370515329419,297.488584474886,0.5
"60","Yellow.LittleLoyalsock","202006.Yellow.LittleLoyalsock","2020",29.0697674418605,401.860465116279,-0.34
"61","Coal.Loyalsock","202106.Coal.UpperLoyalsock","2021",11.0294117647059,122.205882352941,1
"62","Dry.Hoagland","202106.DryHB.Hoagland","2021",22.5146198830409,438.187134502924,-0.428571428571429
"63","Grandad.Hessler","202106.Grandad.Hessler","2021",20.8333333333333,130.416666666667,-0.107692307692308
"64","Painter.LittleBear","202106.Painter.LittleBear","2021",4.1522491349481,62.7335640138408,0.583333333333333
"65","Red.LittleBear","202106.Red.LittleBear","2021",20.4651162790698,237.883720930233,0.522727272727273
"66","Rock.LittleLoyalsock","202106.Rock.LittleLoyalsock","2021",19.8757763975155,333.571428571429,0.78125
